Name,About,Portfolio,Founders,Past Investors,Employees,Advisors,Profile Claimed,Portfolio Links,Founder Links,Investor Links,Employee Links,Advisor Links
"First Round Capital","We’re the most active seed-stage venture firm in the country – and collectively our partners have helped fund and start over 200 companies, so there’s not much we haven’t seen before.  We believe in collective teamwork: each portfolio company gets the support of the entire First Round Capital family, not just one board member.","MemSQL,Birchbox,Odeo,Sift Science,Warby Parker,GroupMe,Grubwithus,Backupify,ZEFR,Uber,Turntable.fm,Wanelo,Pocket Change,Path,Foodzie,VigLink,Milk,UberMedia,Mint,Swipely,Simple,HotelTonight,Human Diagnosis Project,Bazaarvoice,URX,","Josh Kopelman","Seth Goldstein","Rob Hayes,Bill Trenchard,Chris Fralic,Christine Herron,Kent Goldman,Howard L Morgan,Phineas Barnes,CeCe Cheng,Tammy Han,Raj Hathiramani,Kevin Kaiser,Samantha Smith","Josh Kopelman",Yes,"https://angel.co/memsql,https://angel.co/birchbox,https://angel.co/odeo,https://angel.co/sift-science,https://angel.co/warby-parker,https://angel.co/groupme,https://angel.co/grubwithus,https://angel.co/backupify,https://angel.co/zefr,https://angel.co/uber,https://angel.co/turntable-fm,https://angel.co/wanelo,https://angel.co/pocket-change,https://angel.co/path,https://angel.co/foodzie,https://angel.co/viglink,https://angel.co/milk,https://angel.co/ubermedia,https://angel.co/mint,https://angel.co/swipely,https://angel.co/simple,https://angel.co/hoteltonight,https://angel.co/human-diagnosis-project-1,https://angel.co/bazaarvoice,https://angel.co/urx,","https://angel.co/joshk","https://angel.co/seth","https://angel.co/robhayes,https://angel.co/billtrenchard,https://angel.co/chrisfralic,https://angel.co/christine,https://angel.co/kentgoldman,https://angel.co/hlmorgan,https://angel.co/phineasb,https://angel.co/cece-cheng,https://angel.co/tammyfabulous,https://angel.co/rajhathi,https://angel.co/kevinkaiser,https://angel.co/samantha-smith","https://angel.co/joshk"
"FirstMark Capital","FirstMark Capital is an early stage technology focused venture capital firm based in NYC.","Shopify,NewsCred,Pinterest,Sulia,MyCityWay,SecondMarket,Payoff,PublicStuff,Symphony,Sproutling,Tubular Labs,YouAreTV,Jirafe,E14N,Clickable,Tapad,Knewton,Medico (acquired by Everyday Health),Lumos Labs,StubHub,Conductor,Turiya Media,Boomi,TraceLink,AppFirst,","Rick Heitzmann,Lawrence Lenihan,Amish Jani","Scott Switzer,Mark Dumas,AppFirst","Paul Cianciolo,Matt Turck,Lawrence Lenihan,Sutian Dong,Jason Yeh,Gus Warren,Dan Kozikowski","Rick Heitzmann,Lawrence Lenihan,Amish Jani",Yes,"https://angel.co/shopify,https://angel.co/newscred,https://angel.co/pinterest,https://angel.co/sulia,https://angel.co/mycityway,https://angel.co/secondmarket,https://angel.co/payoff,https://angel.co/publicstuff,https://angel.co/symphony-1,https://angel.co/sproutling,https://angel.co/tubular-labs,https://angel.co/youaretv,https://angel.co/jirafe,https://angel.co/e14n,https://angel.co/clickable,https://angel.co/tapad,https://angel.co/knewton,https://angel.co/medico-acquired-by-everyday-health,https://angel.co/lumos-labs,https://angel.co/stubhub,https://angel.co/conductor,https://angel.co/turiya-media,https://angel.co/boomi,https://angel.co/tracelink,https://angel.co/appfirst,","https://angel.co/rickheitzmann,https://angel.co/lawrence-lenihan,https://angel.co/amishjani","https://angel.co/switzer,https://angel.co/mark-dumas,https://angel.co/appfirst-1","https://angel.co/paul-cianciolo,https://angel.co/matt-turck,https://angel.co/lawrence-lenihan,https://angel.co/sutian-dong,https://angel.co/jasonoliveryeh,https://angel.co/guswarren,https://angel.co/dfkoz","https://angel.co/rickheitzmann,https://angel.co/lawrence-lenihan,https://angel.co/amishjani"
"Flagship Ventures","","Joule","","Bruce Miller","Chris Varma,Victor B. Dillard ,Per Suneby,Vivek Sivathanu,Deepak Jagannathan","",No,"https://angel.co/joule","","https://angel.co/bruce-miller","https://angel.co/chris-varma,https://angel.co/victordillard,https://angel.co/per-suneby,https://angel.co/vivek-sivathanu,https://angel.co/deepak-jagannathan",""
"Floodgate","","Stipple,Assembly,AdRoll,Wanelo,Chloe + Isabel,NewsCred,Slice,CoTweet,Odeo,Digg,Hitpost,Formspring,Pipewise,Weebly,Clever,Smule,1000memories,AngelList,TaskRabbit,Lyft,Milk,Bigcommerce,Rally,Chegg,Okta,","","","Mike Maples,Ann Miura Ko,Tommy Leep,Adam Rodnitzky,M. Todd Farrell,Amanda Phillips","",Yes,"https://angel.co/stipple,https://angel.co/assembly,https://angel.co/adroll,https://angel.co/wanelo,https://angel.co/chloe-isabel,https://angel.co/newscred,https://angel.co/slice-1,https://angel.co/cotweet,https://angel.co/odeo,https://angel.co/digg,https://angel.co/hitpost,https://angel.co/formspring,https://angel.co/pipewise,https://angel.co/weebly,https://angel.co/clever,https://angel.co/smule,https://angel.co/1000memories,https://angel.co/angellist,https://angel.co/taskrabbit,https://angel.co/lyft,https://angel.co/milk,https://angel.co/bigcommerce,https://angel.co/rally,https://angel.co/chegg,https://angel.co/okta,","","","https://angel.co/m2jr,https://angel.co/annimaniac,https://angel.co/leepnet,https://angel.co/adam-rodnitzky,https://angel.co/m-todd-farrell,https://angel.co/amanda-phillips",""
"Floodgate","","Stipple,Assembly,AdRoll,Wanelo,Chloe + Isabel,NewsCred,Slice,CoTweet,Odeo,Digg,Hitpost,Formspring,Pipewise,Weebly,Clever,Smule,1000memories,AngelList,TaskRabbit,Lyft,Milk,Bigcommerce,Rally,Chegg,Okta,","","","Mike Maples,Ann Miura Ko,Tommy Leep,Adam Rodnitzky,M. Todd Farrell,Amanda Phillips","",Yes,"https://angel.co/stipple,https://angel.co/assembly,https://angel.co/adroll,https://angel.co/wanelo,https://angel.co/chloe-isabel,https://angel.co/newscred,https://angel.co/slice-1,https://angel.co/cotweet,https://angel.co/odeo,https://angel.co/digg,https://angel.co/hitpost,https://angel.co/formspring,https://angel.co/pipewise,https://angel.co/weebly,https://angel.co/clever,https://angel.co/smule,https://angel.co/1000memories,https://angel.co/angellist,https://angel.co/taskrabbit,https://angel.co/lyft,https://angel.co/milk,https://angel.co/bigcommerce,https://angel.co/rally,https://angel.co/chegg,https://angel.co/okta,","","","https://angel.co/m2jr,https://angel.co/annimaniac,https://angel.co/leepnet,https://angel.co/adam-rodnitzky,https://angel.co/m-todd-farrell,https://angel.co/amanda-phillips",""
"Flybridge Capital Partners","Flybridge is an early-stage venture capital firm whose mission is to assist entrepreneurs in growing innovative, global companies. With $560 million under management, the firm is focused on seed and early-stage investing in technology markets and is led by a team with domain expertise and more than half a century of combined experience in venture capital.  The firm has invested in over 60 companies including Brontes Technologies (acquired by 3M), Cartera Commerce, Crashlytics (acquired by Twitter) DataXu, Digital Lumens, MongoDB, Open English, Reveal Imaging (acquired by SAIC) and ZING (acquired by Dell).","DataXu,Firebase,oneforty,Crashlytics,SimpleTuition,Stackdriver,Tracelytics,Savingstar,Dragon Innovation,33Across,Stormpath,BzzAgent,Zestcash,Apiary,Predilytics,Jingle Networks,Plastiq,Restorando,BetterCloud,Transpera,T2 Biosystems,Sand 9,mValent,Nasuni,Zing Systems,","","","Jeff Bussgang,Chip Hazard,Matt Witheiler,David Aronoff,Jon Karlen,Caitlin Strandberg,Kate Castle","",Yes,"https://angel.co/dataxu,https://angel.co/firebase,https://angel.co/oneforty,https://angel.co/crashlytics,https://angel.co/simpletuition,https://angel.co/stackdriver,https://angel.co/tracelytics,https://angel.co/savingstar,https://angel.co/dragon-innovation,https://angel.co/33across,https://angel.co/stormpath,https://angel.co/bzzagent,https://angel.co/zestcash,https://angel.co/apiary-1,https://angel.co/predilytics,https://angel.co/jingle-networks,https://angel.co/plastiq,https://angel.co/restorando,https://angel.co/bettercloud-1,https://angel.co/transpera,https://angel.co/t2-biosystems,https://angel.co/sand-9,https://angel.co/mvalent,https://angel.co/nasuni,https://angel.co/zing-systems,","","","https://angel.co/jeff-bussgang,https://angel.co/chazard,https://angel.co/witheiler,https://angel.co/david-aronoff,https://angel.co/jon-karlen,https://angel.co/strandby,https://angel.co/kate-castle",""
"Forerunner Ventures","Forerunner Ventures is an investment firm dedicated to partnering with ambitious entrepreneurs who are meeting the challenges and opportunities of today’s rapidly evolving digital commerce landscape.   Investing in both B to C branded companies, as well as B to B tools &amp; technologies driving efficiencies across the retailing value chain.","Birchbox,Bonobos,Wanelo,Dollar Shave Club,Warby Parker,HotelTonight,Chloe + Isabel,Kiwi Crate,Retention Science,Nomi,StellaService,ZOZI,PICT,Sproutling,Soma Water,Joor,Serena &amp; Lily,DARBY SMART,Trendabl,Aloha,pickwick &amp; weller,Modern Citizen,Into The Gloss","Kirsten Green","Michael Kim","Eurie Kim,Andrew Adams,Nicole Johnson","Kirsten Green",Yes,"https://angel.co/birchbox,https://angel.co/bonobos,https://angel.co/wanelo,https://angel.co/dollar-shave-club,https://angel.co/warby-parker,https://angel.co/hoteltonight,https://angel.co/chloe-isabel,https://angel.co/kiwi-crate,https://angel.co/retention-science,https://angel.co/nomi,https://angel.co/stellaservice,https://angel.co/zozi,https://angel.co/pict,https://angel.co/sproutling,https://angel.co/soma-water,https://angel.co/joor,https://angel.co/serena-lily,https://angel.co/darby-smart,https://angel.co/trendabl,https://angel.co/aloha,https://angel.co/pickwick-weller,https://angel.co/modern-citizen,https://angel.co/into-the-gloss","https://angel.co/kirsten-green","https://angel.co/michaelkim","https://angel.co/eurie_kim,https://angel.co/andrew-adams,https://angel.co/nicole-johnson-1-1","https://angel.co/kirsten-green"
"Formation | 8","We support entrepreneurs who seek to transform the most important global industries by solving hard problems with technology solutions. Partnership is in our DNA. We value trusted relationships with entrepreneurs, investors, and strategic partners through our global network. In this pursuit we maintain active business development teams in Korea, China and Singapore to connect the best Silicon Valley entrepreneurs with the largest multinational corporations.","ContextLogic,Backplane,Simpler,LearnSprout,Riskified,Blend Labs,OpenGov,RealScout,RelateIQ,Revinate,Foro Energy","Joe Lonsdale","Roger Dickey,Kyle Widrick","Joe Lonsdale,Drew Oetting,Zachary Bookman,Lindsay Holden,Han Shen,Tom Baruch,Brett Cummings,Brian Koo,Jim Kim,Chris K,Lae Jang","Joe Lonsdale",Yes,"https://angel.co/contextlogic,https://angel.co/backplane,https://angel.co/simpler,https://angel.co/learnsprout,https://angel.co/riskified,https://angel.co/blend-labs,https://angel.co/opengov,https://angel.co/realscout,https://angel.co/relateiq,https://angel.co/revinate,https://angel.co/foro-energy","https://angel.co/joe-lonsdale","https://angel.co/rogerdickey,https://angel.co/kyle-widrick-1","https://angel.co/joe-lonsdale,https://angel.co/andrew-oetting,https://angel.co/zachary-bookman,https://angel.co/lindsaykholden,https://angel.co/han-shen,https://angel.co/tom-baruch,https://angel.co/brett-cummings,https://angel.co/brian-koo,https://angel.co/jim-kim,https://angel.co/chrisk,https://angel.co/lae-jang","https://angel.co/joe-lonsdale"
"Foundation Capital","Foundation Capital was founded 17 years ago with the purpose to change the world by building great companies. We’ve invested in 150+ ventures, 18 of which have had successful IPOs. Household name investments include Netflix, Netzero, Lending Club, Chegg and Silver Spring Networks. All partners have at one time founded their own startup, with 10-20 years of operating experience each. We invest with the goal to help entrepreneurs walk down the same path that we have successfully taken ourselves.","AdRoll,Simply Hired,Propeller,Pocket,PowerSet,Chegg,Zetta.net,TubeMogul,Cyphort,Lending Club,Luminate,Silver Spring Networks,Aggregate Knowledge,Xoopit,Copious,Serious Energy,MobileIron,CloudOn,Responsys,SunRun,Altor Networks,EnerNoc,Ebates,Netflix,BigDeal,","","","Jonathan Ehrlich,Mitali Pattnaik,Charles Moldow,Anamitra Banerji,Ashu Garg,Hoofar Razavi,Steve Vassallo,Dimitri Dadiomov,Rodolfo Gonzalez,Ray Hwang","",Yes,"https://angel.co/adroll,https://angel.co/simply-hired,https://angel.co/propeller-2,https://angel.co/pocket-2,https://angel.co/powerset,https://angel.co/chegg,https://angel.co/zetta-net,https://angel.co/tubemogul,https://angel.co/cyphort,https://angel.co/lending-club,https://angel.co/luminate,https://angel.co/silver-spring-networks,https://angel.co/aggregate-knowledge,https://angel.co/xoopit,https://angel.co/copious,https://angel.co/serious-energy,https://angel.co/mobileiron,https://angel.co/cloudon,https://angel.co/responsys,https://angel.co/sunrun,https://angel.co/altor-networks,https://angel.co/enernoc,https://angel.co/ebates,https://angel.co/netflix,https://angel.co/bigdeal,","","","https://angel.co/jonathan-ehrlich,https://angel.co/mitalip,https://angel.co/cmoldow,https://angel.co/anamitra-banerji,https://angel.co/ashu-garg,https://angel.co/hoofar,https://angel.co/vassallo,https://angel.co/dadiomov,https://angel.co/rodolfo-gonzalez,https://angel.co/ray-hwang",""
"Founder Collective","","Betaworks,Couple,Sift Science,Oyster,Contently,Tello; creators of PassTools,BackType,Uber,Creative Market,Artsy,BoostCTR,Chartbeat,Cardpool,Votizen,Heyzap,Pantheon,BillGuard,Zencoder,Listia,Lore,Tutorspree,Gigwalk,Ridejoy,20x200,About.Me,","Eric Paley,David Frankel","Josh Stylman,Peter Hershberg,Micah Rosenbloom,Michael Kim,Jason Finger","Scott Heiferman,Bill Trenchard,Eric Paley,Zach Klein,Gaurav Jain,Osman Ahmed Osman,Nathaniel Naddaff-Hafrey,Craig Wilson,Katherine O&#x27;Neil","Eric Paley,David Frankel",Yes,"https://angel.co/betaworks,https://angel.co/couple,https://angel.co/sift-science,https://angel.co/oyster,https://angel.co/contently,https://angel.co/tello-creators-of-passtools,https://angel.co/backtype,https://angel.co/uber,https://angel.co/creative-market,https://angel.co/artsy,https://angel.co/boostctr,https://angel.co/chartbeat,https://angel.co/cardpool,https://angel.co/votizen,https://angel.co/heyzap,https://angel.co/pantheon,https://angel.co/billguard,https://angel.co/zencoder,https://angel.co/listia,https://angel.co/lore-1,https://angel.co/tutorspree,https://angel.co/gigwalk,https://angel.co/ridejoy,https://angel.co/20x200,https://angel.co/about-me,","https://angel.co/epaley,https://angel.co/david-frankel","https://angel.co/jstylman,https://angel.co/hershberg,https://angel.co/micah-rosenbloom,https://angel.co/michaelkim,https://angel.co/jasonfinger","https://angel.co/heif,https://angel.co/billtrenchard,https://angel.co/epaley,https://angel.co/zachklein,https://angel.co/gaurav-jain-1,https://angel.co/osman-ahmed-osman,https://angel.co/nathaniel-naddaff-hafrey,https://angel.co/cgeoffwilson,https://angel.co/katherine-o-neil","https://angel.co/epaley,https://angel.co/david-frankel"
"Founders Fund","","Facebook,Spotify,Practice Fusion,Votizen,StyleSeat,Geni,Lore,BillGuard,Betable,FanBridge,Palantir Technologies,SpaceX,The Climate Corporation,Hampton Creek Foods,Oyster,Propeller,Topguest,uBeam,Automatic,Transcriptic,Amicus,Leap Motion,BitPay ,invino,Misfit Wearables,","","","Brian Singerman,Ken Howery","",Yes,"https://angel.co/facebook,https://angel.co/spotify,https://angel.co/practice-fusion,https://angel.co/votizen,https://angel.co/styleseat,https://angel.co/geni,https://angel.co/lore-1,https://angel.co/billguard,https://angel.co/betable,https://angel.co/fanbridge,https://angel.co/palantir-technologies,https://angel.co/spacex,https://angel.co/the-climate-corporation,https://angel.co/hampton-creek-foods,https://angel.co/oyster,https://angel.co/propeller-2,https://angel.co/topguest,https://angel.co/ubeam,https://angel.co/automatic,https://angel.co/transcriptic,https://angel.co/amicus,https://angel.co/leap-motion,https://angel.co/bitpay,https://angel.co/invino,https://angel.co/misfit-wearables,","","","https://angel.co/briansin,https://angel.co/kenhowery",""
"Foundry Group","","Urban Airship,Makerbot,Cheezburger,Zynga,Pantheon,SendGrid,Next Big Sound,SimpleGeo,StockTwits,awe.sm,Fitbit,Gnip,Techstars,MobileDay,Integrate,Mocavo,Mongolab,FullContact,Dragon Innovation,Yesware,Sifteo,Jirafe,Triggit,Moz,Orbotix,","Brad Feld,Jason Mendelson,Seth Levine,Ryan McIntyre","Michael Goldstein","Brad Feld,Nick Wyman","Brad Feld,Jason Mendelson,Seth Levine,Ryan McIntyre",Yes,"https://angel.co/urban-airship,https://angel.co/makerbot,https://angel.co/cheezburger,https://angel.co/zynga,https://angel.co/pantheon,https://angel.co/sendgrid-1,https://angel.co/next-big-sound,https://angel.co/simplegeo,https://angel.co/stocktwits,https://angel.co/awe-sm,https://angel.co/fitbit,https://angel.co/gnip,https://angel.co/techstars,https://angel.co/mobileday,https://angel.co/integrate,https://angel.co/mocavo,https://angel.co/mongolab,https://angel.co/fullcontact,https://angel.co/dragon-innovation,https://angel.co/yesware,https://angel.co/sifteo,https://angel.co/jirafe,https://angel.co/triggit,https://angel.co/moz,https://angel.co/orbotix,","https://angel.co/bfeld,https://angel.co/jasonmendelson,https://angel.co/sether,https://angel.co/ryan_mcintyre","https://angel.co/mag-2","https://angel.co/bfeld,https://angel.co/nickwyman","https://angel.co/bfeld,https://angel.co/jasonmendelson,https://angel.co/sether,https://angel.co/ryan_mcintyre"
