Firm,Investment Stage,Minimum Investment,Maximum Investment,Location,Country,Fund Size,Link
"Northern Light Venture Capital-Shanghai-China","Early Stage/Later Stage/Expansion","","30000000000.0","Shanghai, Shanghai","China","1000000000.0","http://venture-capital-firms.findthebest.com/l/660/Northern-Light-Venture-Capital-Shanghai-China"
"Advantage Capital Partners-Austin-Texas","Early Stage/Expansion/Later Stage","","10000000000.0","Austin, Texas","United States","8000000000.0","http://venture-capital-firms.findthebest.com/l/393/Advantage-Capital-Partners-Austin-Texas"
"Investor Growth Capital, Inc-Menlo Park-California","Expansion","","","Menlo Park, California","United States","","http://venture-capital-firms.findthebest.com/l/699/Investor-Growth-Capital-Inc-Menlo-Park-California"
"Sofinnova Ventures-La Jolla-California","Early Stage/Startup/Seed","","30000000000.0","La Jolla, California","United States","1000000000.0","http://venture-capital-firms.findthebest.com/l/682/Sofinnova-Ventures-La-Jolla-California"
"Apax Partners, Inc. - Barcelona - Spain","Later Stage/Expansion/Early Stage/Startup/Seed","","60000000.0","Barcelona","Spain","109000000.0","http://venture-capital-firms.findthebest.com/l/895/Apax-Partners-Inc-Barcelona-Spain"
"VantagePoint Venture Partners-San Bruno-California","Later Stage/Expansion/Early Stage/Startup/Seed","","","San Bruno, California","United States","4000000000.0","http://venture-capital-firms.findthebest.com/l/100/VantagePoint-Venture-Partners-San-Bruno-California"
"August Capital","Early Stage","","15000000000.0","Menlo Park, California","United States","1300000000.0","http://venture-capital-firms.findthebest.com/l/150/August-Capital"
"General Catalyst Partners-Cambridge-Massachusetts","Expansion/Early Stage/Startup/Seed","10000000000.0","50000000000.0","Cambridge, Massachusetts","United States","2200000000.0","http://venture-capital-firms.findthebest.com/l/822/General-Catalyst-Partners-Cambridge-Massachusetts"
"Weston Presidio-San Francisco-California","Expansion","10000000000.0","50000000000.0","San Francisco, California","United States","3300000000.0","http://venture-capital-firms.findthebest.com/l/335/Weston-Presidio-San-Francisco-California"
"Affinity Capital Management","Early Stage/Expansion/Later Stage/Startup/Seed","","","Minneapolis, Minnesota","United States","165000000.0","http://venture-capital-firms.findthebest.com/l/998/Affinity-Capital-Management"
"Comcast Ventures - New York - New York","Early Stage/Expansion/Later Stage/Startup/Seed","","","New York, New York","United States","","http://venture-capital-firms.findthebest.com/l/917/Comcast-Ventures-New-York-New-York"
"Chrysalis Ventures - Louisville - Kentucky","Expansion/Early Stage","2000000.0","15000000.0","Louisville, Kentucky","United States","400000000.0","http://venture-capital-firms.findthebest.com/l/486/Chrysalis-Ventures-Louisville-Kentucky"
"Knightsbridge Advisers - Cambridge - Massachusetts","Early Stage","","","Cambridge, Massachusetts","United States","213000000.0","http://venture-capital-firms.findthebest.com/l/1131/Knightsbridge-Advisers-Cambridge-Massachusetts"
"Highland Capital Partners LLC-Shanghai-China","Later Stage/Expansion/Early Stage/Startup/Seed","","","Shanghai","China","700000000.0","http://venture-capital-firms.findthebest.com/l/547/Highland-Capital-Partners-LLC-Shanghai-China"
"River Cities Capital Funds","Early Stage/Expansion/Later Stage/Startup/Seed","","2000000.0","Cincinnati, Ohio","United States","500000000.0","http://venture-capital-firms.findthebest.com/l/893/River-Cities-Capital-Funds"
"Bain Capital Ventures - Palo Alto - California","Later Stage/Expansion/Early Stage/Startup/Seed","","60000000000.0","Palo Alto, California","United States","67000000000.0","http://venture-capital-firms.findthebest.com/l/897/Bain-Capital-Ventures-Palo-Alto-California"
"Essex Woodlands Health Ventures-London-United Kingdom","Later Stage/Expansion/Early Stage/Startup/Seed","50000000000.0","2.5e+11","London","United Kingdom","2500000000.0","http://venture-capital-firms.findthebest.com/l/414/Essex-Woodlands-Health-Ventures-London-United-Kingdom"
"SoftTech VC","Early Stage/Startup/Seed","","","Palo Alto, California","United States","70000000.0","http://venture-capital-firms.findthebest.com/l/704/SoftTech-VC"
"Westly Group","Startup/Seed/Early Stage/Expansion/Later Stage","","","Menlo Park, California","United States","300000000.0","http://venture-capital-firms.findthebest.com/l/1414/Westly-Group"
"Carlyle Group, The - Washington DC","Expansion/Early Stage","","","Washington, District of Columbia","United States","1.7e+11","http://venture-capital-firms.findthebest.com/l/907/Carlyle-Group-The-Washington-DC"
"NCT Ventures, LLC","Early Stage","","","Columbus, Ohio","United States","","http://venture-capital-firms.findthebest.com/l/623/NCT-Ventures-LLC"
"Vertical Group","Early Stage/Later Stage","","","Summit, New Jersey","United States","","http://venture-capital-firms.findthebest.com/l/1411/Vertical-Group"
"Baxter Ventures","Early Stage","","","Deerfield, Illinois","United States","","http://venture-capital-firms.findthebest.com/l/1208/Baxter-Ventures"
"Ridgewood Capital - Palo Alto - California","Early Stage","","5000000000.0","Palo Alto, California","United States","2700000000.0","http://venture-capital-firms.findthebest.com/l/111/Ridgewood-Capital-Palo-Alto-California"
"MPM Capital-Boston-Massachusetts","Early Stage/Later Stage","5000000000.0","50000000000.0","Boston, Massachusetts","United States","2000000000.0","http://venture-capital-firms.findthebest.com/l/246/MPM-Capital-Boston-Massachusetts"
"Tudor Ventures","Later Stage","","","Boston, Massachusetts","United States","","http://venture-capital-firms.findthebest.com/l/1405/Tudor-Ventures"
"Ascend Venture Group","Startup/Seed/Early Stage/Expansion/Later Stage","2000000.0","10000000.0","New York, New York","United States","150000000.0","http://venture-capital-firms.findthebest.com/l/1199/Ascend-Venture-Group"
"Saints Ventures - London - UK","Early Stage","5000000000.0","15000000000.0","London","United Kingdom","1000000000.0","http://venture-capital-firms.findthebest.com/l/93/Saints-Ventures-London-UK"
"Oak Investment Partners-Norwalk-Connecticut","Later Stage/Expansion/Early Stage/Startup/Seed","","50000000000.0","Norwalk, Connecticut","United States","8400000000.0","http://venture-capital-firms.findthebest.com/l/244/Oak-Investment-Partners-Norwalk-Connecticut"
"CrossCut Ventures","Startup/Seed/Early Stage","","","","","","http://venture-capital-firms.findthebest.com/l/1436/CrossCut-Ventures"
"Lighthouse Capital Partners-Menlo Park-California","Early Stage/Expansion/Startup/Seed","","","Menlo Park, California","United States","","http://venture-capital-firms.findthebest.com/l/200/Lighthouse-Capital-Partners-Menlo-Park-California"
"InterWest Partners - Dallas - Texas","Early Stage","10000000000.0","15000000000.0","Dallas, Texas","United States","2800000000.0","http://venture-capital-firms.findthebest.com/l/172/InterWest-Partners-Dallas-Texas"
"Charles River Ventures - Waltham - Massachusetts","Early Stage","","10000000000.0","Cambridge, Massachusetts","United States","2100000000.0","http://venture-capital-firms.findthebest.com/l/483/Charles-River-Ventures-Waltham-Massachusetts"
"TA Associates, Inc-Boston-Massachusetts","Expansion","50000000000.0","5e+11","Boston, Massachusetts","United States","18000000000.0","http://venture-capital-firms.findthebest.com/l/233/TA-Associates-Inc-Boston-Massachusetts"
"Clearstone Venture Partners - Santa Monica - California","Early Stage","","5000000.0","Santa Monica, California","United States","650000000.0","http://venture-capital-firms.findthebest.com/l/558/Clearstone-Venture-Partners-Santa-Monica-California"
"Storm Ventures LLC","Early Stage/Startup/Seed","","3000000.0","Menlo Park, California","United States","588000000.0","http://venture-capital-firms.findthebest.com/l/321/Storm-Ventures-LLC"
"Lightspeed Venture Partners-Menlo Park-California","Early Stage/Expansion/Startup/Seed","1000000000.0","25000000000.0","Menlo Park, California","United States","2000000000.0","http://venture-capital-firms.findthebest.com/l/202/Lightspeed-Venture-Partners-Menlo-Park-California"
"Clarity Partners","Expansion/Later Stage","","","Beverly Hills, California","United States","","http://venture-capital-firms.findthebest.com/l/1043/Clarity-Partners"
"New Venture Partners","Startup/Seed/Early Stage","","","Murray Hill, New Jersey","United States","700000000.0","http://venture-capital-firms.findthebest.com/l/1343/New-Venture-Partners"
"Hudson Venture Partners","Early Stage/Startup/Seed","1000000.0","3000000.0","New York, New York","United States","170000000.0","http://venture-capital-firms.findthebest.com/l/1092/Hudson-Venture-Partners"
"WI Harper Group-Taipei-Taiwan","Early Stage/Expansion","5000000.0","15000000.0","Taipei","Taiwan, Province Of China","750000000.0","http://venture-capital-firms.findthebest.com/l/730/WI-Harper-Group-Taipei-Taiwan"
"Chrysalis Ventures - Pittsburgh - Pennsylvania","Expansion/Early Stage","2000000.0","15000000.0","Pittsburgh, Pennsylvania","United States","400000000.0","http://venture-capital-firms.findthebest.com/l/488/Chrysalis-Ventures-Pittsburgh-Pennsylvania"
"ARCH Venture Partners-Seattle-Washington","Early Stage/Startup/Seed","","","Seattle, Washington","United States","1500000000.0","http://venture-capital-firms.findthebest.com/l/406/ARCH-Venture-Partners-Seattle-Washington"
"VenturEast","Startup/Seed/Early Stage/Expansion","","","Chennai, Tamil Nadu","India","300000000.0","http://venture-capital-firms.findthebest.com/l/1183/VenturEast"
"Sevin Rosen Funds - Palo Alto - California","Later Stage/Expansion/Early Stage/Startup/Seed","","","Palo Alto, California","United States","","http://venture-capital-firms.findthebest.com/l/70/Sevin-Rosen-Funds-Palo-Alto-California"
"The Grosvenor Funds","Early Stage/Expansion/Startup/Seed","","","Washington, District of Columbia","United States","","http://venture-capital-firms.findthebest.com/l/96/The-Grosvenor-Funds"
"DFJ Athena","Startup/Seed/Early Stage","","","Menlo Park, California","United States","","http://venture-capital-firms.findthebest.com/l/1246/DFJ-Athena"
"Draper Fisher Jurvetson Gotham Venture Partners","Startup/Seed/Early Stage","","8000000000.0","New York, New York","United States","6000000000.0","http://venture-capital-firms.findthebest.com/l/1251/Draper-Fisher-Jurvetson-Gotham-Venture-Partners"
"Y Combinator","Startup/Seed","","","Mountain View, California","United States","","http://venture-capital-firms.findthebest.com/l/1420/Y-Combinator"
"Lightspeed Venture Partners-Israel","Early Stage/Expansion/Startup/Seed","1000000000.0","25000000000.0","Herzliya Pituach","Israel","2000000000.0","http://venture-capital-firms.findthebest.com/l/837/Lightspeed-Venture-Partners-Israel"
"Mutual Capital Partners","Expansion","","","Cleveland, Ohio","United States","","http://venture-capital-firms.findthebest.com/l/1338/Mutual-Capital-Partners"
"Chrysalis Ventures - Cleveland - Ohio","Expansion/Early Stage","2000000.0","15000000.0","Cleveland, Ohio","United States","400000000.0","http://venture-capital-firms.findthebest.com/l/487/Chrysalis-Ventures-Cleveland-Ohio"
"InterWest Partners - Menlo Park - California","Early Stage","10000000000.0","15000000000.0","Menlo Park, California","United States","2800000000.0","http://venture-capital-firms.findthebest.com/l/173/InterWest-Partners-Menlo-Park-California"
"MP Healthcare Venture Management, Inc.","Later Stage/Expansion/Early Stage/Startup/Seed","","","Boston, Massachusetts","United States","","http://venture-capital-firms.findthebest.com/l/582/MP-Healthcare-Venture-Management-Inc"
"DCM-Tokyo-Japan","Early Stage/Later Stage/Startup/Seed","","20000000000.0","Tokyo","Japan","2000000000.0","http://venture-capital-firms.findthebest.com/l/180/DCM-Tokyo-Japan"
"Flybridge Capital Partners-Boston-Massachusetts","Early Stage/Startup/Seed","","15000000.0","Boston, Massachusetts","United States","560000000.0","http://venture-capital-firms.findthebest.com/l/522/Flybridge-Capital-Partners-Boston-Massachusetts"
"Mayfield Fund-Menlo Park-California","Early Stage/Expansion/Later Stage/Startup/Seed","","20000000000.0","Menlo Park, California","United States","3000000000.0","http://venture-capital-firms.findthebest.com/l/261/Mayfield-Fund-Menlo-Park-California"
"Norwest Venture Partners- Israel","Later Stage/Expansion/Early Stage","1000000000.0","1e+11","Herzliya","Israel","3700000000.0","http://venture-capital-firms.findthebest.com/l/819/Norwest-Venture-Partners-Israel"
"Brook Venture Partners LLC","Expansion","5000000.0","10000000.0","Wakefield, Massachusetts","United States","100000000.0","http://venture-capital-firms.findthebest.com/l/356/Brook-Venture-Partners-LLC"
"Northwest Technology Ventures","Startup/Seed/Early Stage","","1000000.0","Beaverton, Oregon","United States","14000000.0","http://venture-capital-firms.findthebest.com/l/1350/Northwest-Technology-Ventures"
"First Round Capital-West Conshohocken-Pennsylvania","Early Stage/Startup/Seed","","5000000000.0","Philadelphia, Pennsylvania","United States","2500000000.0","http://venture-capital-firms.findthebest.com/l/520/First-Round-Capital-West-Conshohocken-Pennsylvania"
"MPM Capital-South San Francisco-California","Early Stage/Later Stage","5000000000.0","50000000000.0","South San Francisco, California","United States","2000000000.0","http://venture-capital-firms.findthebest.com/l/245/MPM-Capital-South-San-Francisco-California"
"Lighthouse Capital Partners-Cambridge-Massachuseets","Early Stage/Expansion/Startup/Seed","","","Cambridge, Massachusetts","United States","","http://venture-capital-firms.findthebest.com/l/201/Lighthouse-Capital-Partners-Cambridge-Massachuseets"
"Wynnchurch Capital, Ltd. - Toronto - Ontario","Expansion","10000000000.0","90000000000.0","Toronto, Ontario","Canada","1000000000.0","http://venture-capital-firms.findthebest.com/l/959/Wynnchurch-Capital-Ltd-Toronto-Ontario"
"RedShift Ventures","Early Stage","","5000000.0","Chevy Chase, Maryland","United States","220000000.0","http://venture-capital-firms.findthebest.com/l/590/RedShift-Ventures"
"NEW Capital Management","Early Stage/Expansion","","4500000.0","Little Chute, Wisconsin","United States","45000000.0","http://venture-capital-firms.findthebest.com/l/1340/NEW-Capital-Management"
"Cardinal Venture Capital","Early Stage","","","Menlo Park, California","United States","","http://venture-capital-firms.findthebest.com/l/47/Cardinal-Venture-Capital"
