name, funding_total_usd ,funding_rounds,founded_at,first_funding_at,last_funding_at
ElectraTherm,"8,000,000",2,1/1/05,11/11/08,11/1/09
Electric Cloud,"25,598,000",4,1/1/02,7/12/04,9/3/13
Electric Imp,"7,900,000",1,5/1/11,5/16/12,5/16/12
Electric Rain,,1,2/10/00,,
Electrikus,"5,000",1,1/1/09,3/30/10,3/30/10
Electro-Petroleum,"3,000,000",1,,8/12/08,8/12/08
Electrochaea,"250,000",1,,8/1/11,8/1/11
ElectroCore,"500,000",1,1/1/05,11/26/12,11/26/12
ElectroJet,"288,585",1,1/1/03,8/24/10,8/24/10
Electrolytic Ozone,,1,1/1/09,11/3/10,11/3/10
Electron Database,"500,000",1,,6/10/10,6/10/10
Electronic Arts,"97,312,471",1,1/1/82,8/15/11,8/15/11
Electronic Brailler,"720,000",1,1/1/08,1/27/12,1/27/12
Electronic Compliance Solutions,"1,541,854",3,1/1/10,8/4/11,1/3/13
Electronic Compute Systems,"385,000",1,10/1/97,4/30/09,4/30/09
Electronic Payment and Services (EPS),"11,000,000",2,1/1/12,8/26/13,12/17/13
Eleme Medical,"6,500,000",1,1/1/07,6/15/10,6/15/10
Element ID,"50,000",1,,1/27/12,1/27/12
Element Labs,"14,750,000",2,,12/20/07,6/1/09
Element Power,"183,000,000",1,1/1/08,2/1/12,2/1/12
Element Works,"35,000",1,2/17/08,5/8/08,5/8/08
Elemental Cyber Security,"11,000,000",1,1/1/02,6/20/05,6/20/05
Elemental Foundry,"1,000,000",1,1/1/12,12/10/13,12/10/13
Elemental Technologies,"27,600,000",4,8/6/06,12/1/07,5/7/12
Elements Behavioral Health,"62,814,000",1,1/1/07,1/30/08,1/30/08
eleni,"5,000,000",1,,1/23/13,1/23/13
ELENZA,"27,329,746",2,1/1/08,2/8/11,7/8/13
Elepago,"370,000",1,2/22/13,4/17/13,4/17/13
Elepath,,1,3/3/12,11/25/11,11/25/11
Elephant.is,"100,000",1,1/1/12,5/1/12,5/1/12
ElephantDrive,,1,4/1/05,3/9/07,3/9/07
Elephanti,"4,500,000",1,3/1/12,12/26/13,12/26/13
ElephantTalk Communications,"31,965,510",2,,2/11/11,4/27/12
ELERTS,"450,000",2,7/12/10,7/1/10,3/1/11
Eletrogí_es,"30,000,000",1,,7/24/09,7/24/09
Eleutian Technology,"10,000,000",1,1/1/06,2/18/10,2/18/10
Elevance Renewable Sciences,"294,000,000",4,11/1/07,3/26/08,7/10/12
Elevate,"500,000",1,1/1/08,12/12/11,12/12/11
Elevate Digital,"4,200,000",2,3/1/11,5/30/12,10/10/13
Elevation Lab,"1,450,000",1,,2/11/12,2/11/12
Elevation Pharmaceuticals,"89,400,001",4,1/1/07,1/21/10,1/4/12
Elevator Labs,"20,000,000",1,,8/11/11,8/11/11
Eleven Biotherapeutics,"55,000,000",2,1/1/10,3/9/10,5/8/12
Eleven James,"1,400,000",1,1/1/13,12/3/13,12/3/13
Eliason Media,"200,000",2,9/1/09,10/22/09,12/18/09
Eliassen Group,"14,400,000",1,,5/12/11,5/12/11
eLibs.com,"100,000",1,9/1/00,9/1/00,9/1/00
elicit,"1,500,000",1,,5/15/12,5/15/12
eLifestyles,,1,3/1/05,,
Eligible API,,1,,10/1/12,10/1/12
Elihuu,"41,800",2,10/24/12,5/13/13,11/29/13
ELIKE,,2,7/4/11,1/1/12,8/10/12
ElimiDate,"135,000",1,7/1/12,1/7/14,1/7/14
Elite Form,"1,000,000",1,3/10/11,10/1/12,10/1/12
Elite Group,"24,000,000",1,,10/1/09,10/1/09
Elite Pharmaceuticals,"205,038",1,1/1/96,4/23/13,4/23/13
Elitecore Technologies,"10,300,000",1,,6/19/07,6/19/07
Elixent,"15,000,000",1,1/1/00,4/6/05,4/6/05
Elixir Medical,"5,299,700",1,1/1/04,3/18/05,3/18/05
Elixir Pharmaceuticals,"58,000,000",2,1/1/99,11/29/06,5/27/09
Elixr,,1,1/1/13,12/12/13,12/12/13
Eliza Corporation,"105,769,230",1,1/1/83,6/29/11,6/29/11
Ella Health,"7,100,000",2,1/1/11,6/19/12,8/12/13
Ellacoya Networks,"13,500,000",1,1/1/98,7/17/05,7/17/05
Ellevation,"3,850,000",2,1/1/06,2/2/13,7/24/13
Elli,"1,425,276",3,,12/28/11,1/10/14
Ellie,"2,000,000",1,,2/1/13,2/1/13
Ellipse Technologies,"22,407,715",3,,1/8/10,8/2/11
Elliptic Technologies,"5,710,000",2,1/1/01,10/26/05,11/12/13
Elloria Medical Technologies,"1,200,000",1,2/1/12,10/1/13,10/1/13
Elm City Market Community,"1,555,000",1,1/1/09,5/9/11,5/9/11
Elo7,,1,1/1/08,3/16/12,3/16/12
eLong.com,"15,000,000",1,,8/29/03,8/29/03
Elonics,"13,500,000",2,1/1/03,2/13/08,9/6/10
Eloqua,"35,800,000",2,1/1/99,9/1/06,10/1/07
Eloxx,,1,,11/21/13,11/21/13
ElsaLys Biotech,"2,702,490",1,1/1/13,5/17/13,5/17/13
Eltechs,"1,200,000",1,2/17/12,9/2/13,9/2/13
Elton Digital,"500,000",1,1/14/10,9/1/09,9/1/09
Elucid Bioimaging,"375,000",1,,1/1/13,1/1/13
el_,"138,000",1,1/1/10,9/24/13,9/24/13
eMagin,"5,733,000",1,1/1/96,1/6/09,1/6/09
Email Data Source,"552,167",2,,5/4/09,8/23/11
EmailFilm Technologies,"234,483",1,1/1/06,9/11/13,9/11/13
eMar,"10,000,000",1,,2/21/08,2/21/08
eMarketer,"25,000,000",1,1/1/96,1/11/12,1/11/12
Emay Softcom,,3,,1/1/03,4/1/05
emaze,"800,000",1,1/1/13,5/20/13,5/20/13
eMazeMe,"225,000",1,7/1/11,1/15/13,1/15/13
Embanet,,1,1/1/95,7/9/07,7/9/07
Embark,,2,1/1/11,1/25/12,11/13/12
Embark Holdings,"143,500",1,1/1/85,7/23/13,7/23/13
Embarke,"1,250,000",1,4/29/11,10/14/13,10/14/13
Embedded Internet Solutions,"36,640,000",1,,1/4/09,1/4/09
Embedly,"1,020,000",4,1/7/10,1/1/10,3/22/12
Embedster,,1,,2/1/10,2/1/10
Embee Mobile,"280,000",2,9/1/08,10/20/10,1/1/11
Ember,"118,000,000",4,,10/17/02,1/18/10
Ember Entertainment,"1,280,000",1,,1/9/13,1/9/13
Ember Therapeutics,"34,000,000",1,,12/15/11,12/15/11
"Ember, Inc.",,1,10/1/12,10/1/12,10/1/12
Embera NeuroTherapeutics,"4,990,000",2,,3/10/10,8/14/11
Embly,,1,1/1/11,1/26/12,1/26/12
EmboMedics,"860,000",1,1/1/12,2/3/14,2/3/14
Embotics,"12,400,000",2,1/1/06,12/10/08,6/12/12
embraase,,1,5/1/13,10/1/13,10/1/13
Embrace,,1,,8/5/13,8/5/13
Embrace+,"264,527",1,6/9/13,6/9/13,6/9/13
Embrane,"18,000,000",1,1/1/09,8/25/11,8/25/11
Embrella Cardiovascular,"6,700,000",2,,7/6/09,10/1/09
EMBRIA Technologies,"350,000",1,9/11/04,9/11/04,9/11/04
Embue,"1,750,000",4,1/1/07,11/24/09,10/1/13
EMCAS,,1,7/1/03,2/1/11,2/1/11
Emcore,"204,142",1,1/1/84,8/30/11,8/30/11
EME International,"3,000,000",1,,4/25/11,4/25/11
Emefcy,,1,,6/28/11,6/28/11
Emerald Logic,"686,000",1,1/1/11,10/9/12,10/9/12
Emerald Therapeutics,"6,000,003",2,1/1/10,12/27/10,3/30/12
eMerge Health Solutions,"1,450,000",3,,5/4/11,6/19/12
Emerge Studio,"100,000",1,4/1/10,2/26/09,2/26/09
Emergency CallWorks,,1,,8/24/10,8/24/10
Emergency Service Partners,"10,296,959",1,1/1/88,7/16/13,7/16/13
EmergenSee,"1,500,000",2,9/7/12,9/7/12,3/15/13
Emergent Discovery,"682,249",1,12/1/04,8/29/11,8/29/11
Emergent Game Technologies,"51,450,000",5,1/1/00,7/5/07,12/10/09
Emergent Labs,"50,000",1,,8/1/13,8/1/13
Emergent One,"448,000",3,1/1/12,1/1/12,7/1/12
Emergent Trading Solutions,"150,000",1,,7/13/10,7/13/10
Emergent Ventures India,"10,040,000",1,1/1/99,4/6/08,4/6/08
Emergent Views,"300,000",1,1/1/05,4/29/11,4/29/11
EmergentDetection,"277,900",2,4/1/10,1/1/10,1/1/10
EmerGeo Solutions,"194,000",1,,9/29/10,9/29/10
Emerging Technology Center,"600,000",1,,12/19/13,12/19/13
Emerging Threats,"1,600,000",2,1/1/03,11/21/12,1/22/13
Emerging Travel,"15,800,000",1,,6/15/11,6/15/11
Emerus Hospital Partners,"30,000,000",1,,1/18/11,1/18/11
eMeter,"68,790,000",4,1/1/99,4/23/07,7/8/10
Emgo,"13,147,000",1,,12/20/10,12/20/10
Emida,"7,500,000",1,1/1/01,9/13/06,9/13/06
emids,"13,300,000",1,1/1/99,12/6/13,12/6/13
eMindful,"1,278,086",2,1/1/03,6/23/11,11/30/12
eMinor,"5,000,000",2,10/1/06,8/1/06,10/7/08
Emirates Biodiesel,,1,,8/31/08,8/31/08
EmiSense Technologies,"9,500,000",2,1/1/09,1/25/11,3/26/13
EMISPHERE TECHNOLOGIES,"49,733,850",3,1/1/86,9/8/10,5/14/13
EMKinetics,"2,982,624",2,,3/12/10,6/22/11
Emmaus Medical,"11,215,079",2,1/1/00,10/18/11,9/16/13
Emme E2MS,"5,600,000",2,,5/16/12,10/11/12
EMN8,"85,800,177",5,1/1/06,3/12/10,6/26/13
emo2 Inc,,1,2/2/11,2/2/11,2/2/11
emoquo,"133,384",1,,7/19/12,7/19/12
Emory University,"34,800,000",4,1/1/19,8/12/13,11/18/13
Emos Futures,"1,100,000",1,1/1/98,3/29/05,3/29/05
EMOSpeech,"40,000",1,11/1/11,2/26/13,2/26/13
Emote Games,"7,994,815",1,,9/17/07,9/17/07
emoteShare,"10,000",1,2/2/12,11/1/11,11/1/11
Emotify,"57,312",1,12/16/08,1/1/09,1/1/09
eMotion Group,"128,048",1,1/1/09,11/30/10,11/30/10
Emotion Media,"750,000",1,5/1/05,4/1/08,4/1/08
eMotion Technologies,"10,000",1,10/10/10,4/10/13,4/10/13
emotion.me,"250,000",1,5/1/12,5/1/12,5/1/12
Emotive Communications,"13,950,000",2,7/1/11,4/18/07,12/10/08
Empathica,"7,000,000",1,1/1/01,4/26/06,4/26/06
Empathy Marketing,"4,651,033",1,1/1/00,10/16/06,10/16/06
Empire Avenue,"1,400,000",2,9/29/09,8/12/10,8/16/11
EmployInsight,"1,000,000",1,,2/28/12,2/28/12
Empower Energies Inc.,"7,500,000",1,,7/28/11,7/28/11
Empower Interactive,"18,000,000",1,1/1/09,3/18/06,3/18/06
Empower Microsystems,,1,1/1/12,4/1/12,4/1/12
Empower RF Systems,,1,,11/29/06,11/29/06
Empowered Careers,"19,391,496",2,6/1/11,6/23/11,7/5/13
EmpowrNet,"38,000",1,1/1/10,1/1/13,1/1/13
Empressr,,1,5/1/06,1/1/07,1/1/07
Emprivo,"250,000",1,1/1/03,6/1/03,6/1/03
Empyrean Benefit Solutions,"41,185,512",1,,2/27/13,2/27/13
EmSense,"13,000,000",2,1/1/04,11/3/09,12/10/10
Emtrics,"620,000",4,12/15/11,1/15/12,9/10/13
Emu Messenger,"1,500,000",1,2/26/12,1/28/13,1/28/13
Emulation and Verification Engineering,"2,450,000",1,1/1/00,5/25/10,5/25/10
Emulis,"4,350,000",1,1/1/02,2/11/08,2/11/08
Emunamedica,"2,100,000",1,1/1/10,7/13/10,7/13/10
EMUZE,"535,000",1,1/1/11,3/6/13,3/6/13
en-Gauge,"3,983,400",3,,12/5/11,12/20/12
Enable Healthcare,"22,500",1,1/1/06,10/21/10,10/21/10
Enable Holdings,"4,250,000",1,,5/17/10,5/17/10
Enablence Technologies,"21,000,000",1,1/1/03,12/6/10,12/6/10
Enablon,"15,000,000",1,1/1/00,6/22/11,6/22/11
Enanta Pharmaceuticals,"9,200,000",1,1/1/98,9/3/13,9/3/13
enavu,"50,000",1,1/1/08,5/20/06,5/20/06
ENBALA Power Networks,"8,000,000",1,1/1/03,9/28/10,9/28/10
Enbase,"200,000",1,1/1/01,2/14/12,2/14/12
Enbridge,"1,500,000",1,,1/30/14,1/30/14
Encaff Energy Stix,"354,000",1,1/1/07,5/13/10,5/13/10
Encap,"2,840,000",2,1/1/07,2/4/10,6/13/13
Encarnate,,1,1/1/08,1/1/08,1/1/08
Encelium Technologies,"11,000,000",1,,12/20/10,12/20/10
Encentiv Energy,"300,000",1,1/1/09,1/1/09,1/1/09
Encentuate,"16,000,000",1,1/1/01,3/22/05,3/22/05
Enchanted Lighting,"3,000,000",1,1/1/01,7/27/10,7/27/10
EnChroma,"2,043,272",4,7/1/10,1/1/03,3/3/13
Encirq Corporation,"14,000,000",1,1/1/98,1/9/06,1/9/06
Encision,"3,725,500",2,1/1/91,4/30/12,1/16/14
Encite,"650,000",1,,3/15/11,3/15/11
Enclara Health,"2,021,005",1,,4/6/10,4/6/10
Enclarity,"5,500,000",1,2/1/05,3/10/09,3/10/09
EnCoate,"5,100,000",1,1/1/03,7/24/07,7/24/07
Encoding.com,"4,750,000",3,9/1/08,2/10/10,9/6/12
Encompass Office Solutions,"510,000",1,1/1/07,3/30/10,3/30/10
Encore Interactive,"500,000",1,1/1/07,12/9/09,12/9/09
Encore Vision Inc.,"5,000,000",1,,12/19/13,12/19/13
Encover,"8,000,000",1,,5/31/06,5/31/06
Encysive Pharmaceuticals,"88,950,000",2,1/1/89,10/19/06,8/20/07
Endeavor Commerce,"500,000",1,1/1/93,6/1/05,6/1/05
Endeavor Energy,"100,000,000",1,1/1/13,6/18/13,6/18/13
Endeavour Software Technologies,,1,1/14/02,9/21/11,9/21/11
Endeca,"65,000,000",4,,1/1/01,1/1/08
Endeka Group,"4,200,000",1,,11/30/11,11/30/11
Enders Fund,,1,1/1/11,1/1/11,1/1/11
Endgame,"56,250,000",2,1/1/08,10/28/10,3/13/13
Endignorance,"320,000",1,5/11/12,5/1/12,5/1/12
Endo Tools Therapeutics,"3,216,500",1,10/1/08,9/11/13,9/11/13
EndoBiologics International,"1,350,000",2,1/1/97,4/26/10,8/13/10
EndoChoice,"55,266,048",3,1/1/08,6/29/10,1/4/13
Endoclear,"4,850,000",3,,2/15/10,10/25/11
Endocyte,"49,100,000",3,1/1/96,1/19/10,12/27/10
EndoEvolution,"8,300,000",2,1/1/09,10/19/11,4/10/13
EndoGastric Solutions,"125,250,914",11,1/1/02,6/4/03,2/19/13
Endologix,"15,000,000",1,,10/27/10,10/27/10
Endoluminal Sciences,"2,500,000",1,1/1/07,7/22/13,7/22/13
Endomedix,"300,000",1,1/1/05,12/12/11,12/12/11
EndoMetabolic Solutions,"3,826,650",1,1/1/07,2/17/09,2/17/09
Endomondo,"3,100,000",2,11/1/07,3/22/11,9/26/11
Endorphin.me,"250,000",1,2/15/12,9/7/12,9/7/12
Endorse,"4,250,000",1,1/1/10,1/25/12,1/25/12
Endorse For A Cause,"70,000",1,,7/1/10,7/1/10
Endorse.me,"300,000",1,,6/1/12,6/1/12
Endosee,"3,572,737",3,1/1/11,10/31/11,1/31/14
Endosense,"80,600,000",3,1/1/03,10/27/09,3/6/13
EndoShape,"4,399,021",2,,4/18/11,1/13/14
EndoSphere,"3,148,584",2,,6/1/11,4/26/12
EndoStim,"34,782,799",4,1/1/09,7/19/10,6/5/13
ENDOTRONIX,"2,988,200",2,1/1/07,8/27/12,6/12/13
Endovention,"1,500,000",1,1/1/05,6/14/07,6/14/07
EndPlay,"21,500,000",1,1/1/09,4/13/12,4/13/12
Endpoint Clinical,"1,700,000",1,,3/1/10,3/1/10
EnduraCare AcuteCare,"500,000",1,1/1/81,1/13/10,1/13/10
Endurance International,,1,1/1/97,1/1/60,1/1/60
Endurance Lending Network,"1,500,000",1,12/1/11,5/1/12,5/1/12
Endurance Wind Power,"7,000,000",2,1/1/07,5/30/13,12/11/13
EnduroPacks,"100,000",1,4/1/13,6/1/13,6/1/13
ENDYMION,,1,,2/1/12,2/1/12
Enecsys,"55,100,000",3,1/1/03,6/24/09,5/3/11
ENEEDO,"110,000",1,6/1/11,12/31/12,12/31/12
Enefgy,"1,218,632",1,1/1/08,12/5/10,12/5/10
Enel OGK-5,"625,000,000",1,1/1/04,3/16/12,3/16/12
ener.co,"1,200,000",1,,6/14/11,6/14/11
Ener1,"20,000,000",1,1/1/85,12/21/09,12/21/09
enercast,"2,954,475",1,,4/23/12,4/23/12
EnerG2,"12,000,000",2,1/1/03,11/4/08,4/27/10
Energate,"7,200,000",2,1/1/04,5/21/09,5/27/10
Energatix Studio,,1,7/1/11,3/1/12,3/1/12
Energetic Solutions,"418,031",1,1/1/03,11/17/10,11/17/10
Energiachiara.it,"150,000",1,9/1/11,1/30/13,1/30/13
Energid Technologies,"500,000",1,,2/24/12,2/24/12
Energie Etiche,"126,321",4,1/1/10,2/1/12,11/1/12
Energreen,"8,380,000",1,1/1/06,8/26/08,8/26/08
Energy,"2,000,000",1,1/1/01,1/19/10,1/19/10
Energy and Power Solutions,"30,000,000",1,1/1/03,4/23/09,4/23/09
Energy Excelerator,"30,000,000",1,1/1/10,9/6/13,9/6/13
Energy Focus,"2,650,000",2,1/1/85,1/15/10,4/14/10
Energy Harvesters LLC,"100,000",1,5/3/11,5/31/13,5/31/13
Energy Management & Security Solutions,"8,986,925",1,1/1/11,9/29/11,9/29/11
Energy Micro,"13,000,000",1,11/1/07,3/18/10,3/18/10
Energy Pioneer Solutions,"2,400,000",2,1/1/09,8/12/10,12/30/13
Energy Points,"3,000,000",1,5/1/11,2/13/12,2/13/12
Energy Recovery,"7,100,000",1,1/1/92,1/5/10,1/5/10
Energy Solutions International,"9,500,000",1,1/1/92,6/15/10,6/15/10
Energy Telecom,"764,058",4,1/1/93,8/19/10,4/2/12
EnergyChest,"100,000",1,8/1/13,12/1/13,12/1/13
EnergyClimate Solutions,"2,000,000",1,1/1/09,1/5/10,1/5/10
EnergyDeck,"200,000",1,1/1/11,4/1/13,4/1/13
EnergyHub,"33,052,663",5,1/1/07,9/2/99,12/3/12
EnergySavvy.com,"5,943,058",5,11/17/08,7/1/09,8/2/12
EnergyUSA Propane,"160,000",1,,2/11/08,2/11/08
EnergyWeb Solutions,"100,000",1,4/1/04,6/15/06,6/15/06
Enerkem,"193,075,600",5,1/1/00,7/14/09,6/20/13
Enernetics,,1,1/1/07,1/1/08,1/1/08
EnerNOC,"7,750,000",1,,1/25/05,1/25/05
Enerpulse,"5,000,000",1,,4/23/08,4/23/08
Enertec Systems,"2,600,000",1,1/1/80,11/12/13,11/12/13
EnerTech Environmental,"42,000,000",1,1/1/92,1/1/08,1/1/08
Enertiv,"550,000",1,1/18/11,10/1/12,10/1/12
EnerTrac,"5,200,000",3,1/1/06,9/14/11,7/18/13
EnerVault,"26,000,000",3,1/1/08,2/16/10,2/23/12
Enervee,,2,1/1/10,7/1/10,6/1/13
eNeura Therapeutics,"6,027,024",3,1/1/00,8/20/13,1/6/14
Enevate,"10,000,000",1,,8/11/11,8/11/11
Enevo,"2,614,400",1,1/1/10,4/30/13,4/30/13
Enflick,"1,000,000",1,2/15/09,10/19/11,10/19/11
Enfora,"19,000,000",1,,10/23/06,10/23/06
Enforcer eCoaching,"750,000",2,,1/12/11,7/30/12
Enforta,"40,000,000",3,10/1/03,1/1/05,1/1/08
Engage,"5,000,000",1,,7/12/06,7/12/06
Engagement Labs,"6,000,000",1,1/1/11,2/2/14,2/2/14
Engagement Media Technologies,"3,000,000",1,1/1/09,4/1/11,4/1/11
EngagementHealth,"2,000,000",1,1/1/07,11/16/10,11/16/10
EngageSciences,"3,880,803",1,1/1/10,7/23/12,7/23/12
engageSimply,"465,000",1,1/1/12,12/30/12,12/30/12
Engagio,"540,000",1,1/1/12,2/15/12,2/15/12
Engagor,"2,600,000",1,2/10/11,8/6/13,8/6/13
Engana Pty,"6,100,000",1,1/1/01,9/26/05,9/26/05
enGene,"19,650,000",2,1/1/99,3/17/08,8/2/13
EnGeneIC,"1,022,691",1,1/1/00,7/27/11,7/27/11
Engine Yard,"37,500,000",3,1/1/06,1/1/08,10/7/09
Engineered Carbon Solutions,"150,000",1,1/1/13,9/9/13,9/9/13
Engineering Ideas,"60,000",1,5/14/08,5/18/08,5/18/08
Engineering Solutions & Products,,1,,4/22/11,4/22/11
EngineLab,"456,000",1,,3/16/11,3/16/11
English Helper,"1,300,000",2,1/1/09,3/1/12,5/16/13
EnglishCentral,"6,477,000",4,1/1/08,10/2/09,1/1/13
EnglishUp,,1,,1/1/12,1/1/12
Engrade,"8,000,000",2,1/1/03,5/2/12,7/3/13
enGreet,,1,2/2/10,1/1/09,1/1/09
Enhanced Energy Group,"100,000",1,,7/29/13,7/29/13
Enhanced Medical Decisions,"100,000",1,1/1/99,8/5/10,8/5/10
Enhanced Surface Dynamics,"2,985,250",1,,9/27/11,9/27/11
EnhanceWorks,"50,000",1,2/1/13,4/1/13,4/1/13
Enhatch,"250,000",1,1/1/12,9/20/12,9/20/12
Enigma Software Productions,"1,410,000",1,1/1/96,9/25/07,9/25/07
Enigma Technologies,"6,415,000",3,1/1/11,4/17/12,1/30/14
Enigmatec,"32,500,000",3,4/1/02,9/20/04,8/6/08
Enigmedia,"400,000",1,1/1/11,10/7/13,10/7/13
Enikos,"1,100,000",2,1/1/06,1/1/08,1/1/08
"Enkari, Ltd.","25,000",1,1/1/09,9/16/09,9/16/09
Enkata Technologies,"17,280,000",3,1/1/99,9/26/06,10/3/11
Enkia,"2,250,000",2,11/9/98,1/1/99,2/1/00
Enlighted,"35,400,000",3,1/1/09,10/15/10,4/18/13
EnLink Geoenergy Services,"33,000,000",2,,5/19/08,2/14/11
Enliven Marketing Technologies,"12,310,000",2,1/1/87,7/26/05,10/18/07
Enlyton,"750,000",2,10/1/12,10/1/12,3/1/13
enMarkit,"11,700",1,1/1/12,8/29/13,8/29/13
Enmetric Systems,"3,735,202",2,1/1/08,5/23/11,9/30/13
enModus,"1,836,333",2,2/1/10,7/1/10,2/1/11
Enmotus,"1,500,000",2,1/1/10,10/5/11,1/28/13
Enobia Pharma,"158,187,309",5,1/1/97,1/18/05,8/8/11
EnOcean,"40,673,570",5,1/1/01,2/13/02,12/15/09
Enodo Software,,1,6/1/11,3/1/12,3/1/12
Enomaly,,1,1/19/04,9/14/09,9/14/09
Enova Systems,"10,712,460",2,,12/23/09,1/10/12
eNovance,"7,719,600",1,1/1/08,7/9/13,7/9/13
Enovex,"1,100,000",1,,1/25/12,1/25/12
ENOVIX,"15,000,003",1,1/1/06,3/7/12,3/7/12
Enphase Energy,"76,500,000",3,1/1/06,5/18/09,6/24/11
Enpirion,"59,000,000",4,1/1/01,12/21/04,3/31/11
Enpocket,"2,000,000",1,,11/2/06,11/2/06
Enprise Solutions,"1,000,000",1,1/1/02,2/16/06,2/16/06
Enrich Social Productions,"3,470,000",1,,10/22/09,10/22/09
Enroute Systems,"2,642,814",4,1/1/08,11/13/09,1/18/13
Ensa,"500,000",1,1/1/13,1/14/14,1/14/14
Ensemble Discovery,"15,000,000",1,,5/12/04,5/12/04
ensembli,,1,,3/3/09,3/3/09
Ensenda,"12,100,900",2,1/1/01,1/31/08,1/1/12
Ensequence,"46,000,000",2,1/1/00,9/18/09,5/10/12
Ensighten,"55,500,000",2,1/1/09,9/12/12,1/29/14
Ensocare,"3,681,875",2,1/1/99,7/16/10,12/30/10
Ensogo,"2,000,000",1,7/1/09,7/1/10,7/1/10
Ensphere Solutions,"4,000,000",1,,10/22/09,10/22/09
EnStorage,"2,950,000",2,,1/30/08,1/30/14
Enstratius,"3,500,000",1,1/1/09,11/7/11,11/7/11
Ensuant,"725,000",1,1/10/10,6/23/10,6/23/10
Enswers,"6,400,000",3,4/4/07,4/1/07,12/1/09
Ensygnia,"6,454,000",6,1/1/12,1/1/12,6/20/13
Ensyn,"20,000,000",1,10/1/12,10/3/12,10/3/12
Ensysce Biosciences,"2,500,000",2,1/1/08,6/10/10,6/6/12
ENT Surgical,"400,000",1,1/1/09,1/1/09,1/1/09
Entangled Media,"3,675,000",2,1/1/10,8/17/10,8/12/13
Entasso,"50,000",1,,3/19/12,3/19/12
Entech Solar,"7,950,000",2,1/1/84,8/3/10,10/12/10
Entefy,"2,100,000",1,1/1/12,7/9/13,7/9/13
entegra technologies,"2,500,000",2,1/1/07,8/2/13,1/15/14
EnteGreat,,1,1/1/00,3/8/13,3/8/13
Entegrion,"1,800,000",2,1/1/02,3/31/11,10/7/11
Entelec Control Systems,"1,020,000",1,1/1/03,12/16/05,12/16/05
Entellium,"50,000,000",1,2/1/00,1/1/08,1/1/08
Entellus Medical,"92,000,000",5,4/1/06,4/1/06,8/17/11
Entelo,"3,748,000",2,5/1/11,7/1/12,6/19/13
Entelos,,1,1/1/96,6/21/13,6/21/13
EnterMedia,"1,000,000",1,1/1/05,5/22/08,5/22/08
Enterome,"6,621,000",1,,3/23/12,3/23/12
Enterprise Communication Media,"275,000",1,,1/5/10,1/5/10
Enterprise Data Safe Ltd.,"9,542",1,11/6/06,11/1/06,11/1/06
EnterpriseDB,"56,600,000",5,3/1/04,9/7/05,2/4/11
Enterra Solutions,,1,,10/19/11,10/19/11
Entertainment Magpie,,1,,4/15/11,4/15/11
Entertainment Media Works,"4,000,000",1,7/1/04,2/26/07,2/26/07
Enthuse,"2,600,000",3,1/1/11,4/1/12,12/3/12
Entia Biosciences,"1,500,000",1,1/1/07,11/14/13,11/14/13
EnticeLabs,"3,300,000",2,1/1/07,8/1/07,9/25/09
Entigral Systems,"500,000",1,1/1/03,7/31/13,7/31/13
Entitle,"5,300,000",1,,12/16/13,12/16/13
Entomo,"569,092",1,1/1/99,1/11/11,1/11/11
EntomoPharm,"1,010,000",1,,8/2/10,8/2/10
Entone Technologies,"24,000,000",2,1/1/99,5/2/03,8/1/08
EnTouch Controls,"12,257,500",4,1/1/09,11/21/11,11/5/13
Entourage Medical Technologies,"4,751,000",2,,1/27/10,2/8/13
Entra Pharmaceuticals,"4,200,000",1,,12/18/08,12/18/08
Entrada,"6,300,301",5,1/1/05,2/2/10,11/26/13
EntraTympanic,"25,000",1,1/1/09,8/21/13,8/21/13
Entravision Communications Corporation,"2,000,000",1,,12/1/11,12/1/11
Entrecard,"70,000",2,11/1/07,1/1/07,11/1/07
EntreMed,"10,000,000",1,,1/23/12,1/23/12
ENTrigue Surgical,"14,878,234",2,,5/5/10,11/21/11
Entrisphere,"75,000,000",1,1/1/00,5/9/05,5/9/05
EntropySoft,"3,500,000",1,3/1/05,3/16/11,3/16/11
Enuclia Semiconductor,"13,000,000",1,1/1/03,1/12/06,1/12/06
Enumeral Biomedical,"5,790,454",3,1/1/09,5/23/11,5/14/13
Enure Networks,"13,000,000",2,1/1/03,9/18/06,11/15/07
Enuygun.com,"539,450",2,12/28/08,12/28/08,5/1/10
Enval,,1,,5/16/12,5/16/12
Enverv,"12,000,000",1,,12/19/11,12/19/11
Envia Systems,"27,300,000",3,1/1/07,10/23/08,1/26/11
Envie de Fraises,"1,672,580",1,1/1/06,9/5/13,9/5/13
Envio Networks,"17,000,000",2,,6/22/06,4/23/08
EnviroGene,"2,941,894",1,,3/26/07,3/26/07
EnviroMission,"29,800,000",1,,1/13/11,1/13/11
Environmental Operating Solutions,"5,000,000",1,,8/20/08,8/20/08
Environmental Operations,"5,850,000",1,1/1/86,,
Environmental Support Solutions,"8,000,000",1,1/1/93,4/12/06,4/12/06
EnvironmentIQ,"15,000,000",1,1/1/88,3/6/06,3/6/06
Envis,"6,000,000",1,1/1/06,1/1/06,1/1/06
Envisia Therapeutics,"25,000,000",1,1/1/13,11/12/13,11/12/13
Envision Healthcare,"31,310,880",1,,11/10/11,11/10/11
Envision Pharmaceutical,"140,992,280",1,1/1/01,11/6/13,11/6/13
